GEO UID,ProvCode,ProvNom,CDcode,CDnom,DAnom,Total,Car,Public,Walk,Bike,Other
35210175,35,Ontario,21,Peel,175,210,190,15,0,0,0
35210176,35,Ontario,21,Peel,176,520,435,60,0,0,15
35210177,35,Ontario,21,Peel,177,190,150,35,0,0,0
35210178,35,Ontario,21,Peel,178,170,115,35,0,0,15
35210179,35,Ontario,21,Peel,179,225,195,20,0,0,10
35210180,35,Ontario,21,Peel,180,160,150,15,0,0,0
35210181,35,Ontario,21,Peel,181,260,230,10,0,0,15
35210182,35,Ontario,21,Peel,182,365,295,65,0,0,0
35210183,35,Ontario,21,Peel,183,165,135,20,0,0,10
35210186,35,Ontario,21,Peel,186,100,90,0,0,0,0
35210187,35,Ontario,21,Peel,187,190,150,20,10,0,0
35210188,35,Ontario,21,Peel,188,185,135,10,30,0,0
35210189,35,Ontario,21,Peel,189,315,250,70,0,0,0
35210190,35,Ontario,21,Peel,190,180,145,30,0,0,0
35210191,35,Ontario,21,Peel,191,115,90,0,0,0,15
35210192,35,Ontario,21,Peel,192,230,215,0,15,0,0
35210193,35,Ontario,21,Peel,193,105,85,10,0,0,0
35210194,35,Ontario,21,Peel,194,330,275,45,10,0,0
35210195,35,Ontario,21,Peel,195,205,175,20,0,0,0
35210198,35,Ontario,21,Peel,198,145,120,30,0,0,0
35210199,35,Ontario,21,Peel,199,145,105,30,0,0,0
35210204,35,Ontario,21,Peel,204,125,80,30,10,0,0
35210205,35,Ontario,21,Peel,205,210,160,40,0,0,15
35210206,35,Ontario,21,Peel,206,200,140,45,0,0,0
35210207,35,Ontario,21,Peel,207,275,250,0,10,0,0
35210208,35,Ontario,21,Peel,208,290,160,115,0,0,10
35210209,35,Ontario,21,Peel,209,170,135,40,0,0,0
35210210,35,Ontario,21,Peel,210,205,160,40,0,0,0
35210211,35,Ontario,21,Peel,211,290,230,40,0,0,15
35210212,35,Ontario,21,Peel,212,315,240,60,0,0,10
35210213,35,Ontario,21,Peel,213,355,310,30,0,0,0
35210214,35,Ontario,21,Peel,214,250,165,90,0,0,0
35210215,35,Ontario,21,Peel,215,250,215,30,0,0,10
35210216,35,Ontario,21,Peel,216,270,230,30,0,0,10
35210217,35,Ontario,21,Peel,217,300,230,55,0,0,10
35210218,35,Ontario,21,Peel,218,290,205,75,10,0,10
35210219,35,Ontario,21,Peel,219,105,90,15,0,0,0
35210220,35,Ontario,21,Peel,220,205,170,30,0,0,0
35210221,35,Ontario,21,Peel,221,155,145,10,0,0,0
35210222,35,Ontario,21,Peel,222,165,135,20,0,0,0
35210223,35,Ontario,21,Peel,223,170,115,40,0,0,0
35210224,35,Ontario,21,Peel,224,260,210,35,0,10,0
35210225,35,Ontario,21,Peel,225,195,175,10,0,0,0
35210226,35,Ontario,21,Peel,226,195,185,10,0,0,0
35210227,35,Ontario,21,Peel,227,175,145,10,15,0,0
35210228,35,Ontario,21,Peel,228,125,125,0,0,0,0
35210229,35,Ontario,21,Peel,229,235,200,30,0,0,0
35210231,35,Ontario,21,Peel,231,275,230,40,0,0,0
35210233,35,Ontario,21,Peel,233,175,165,10,0,0,0
35210234,35,Ontario,21,Peel,234,645,545,75,0,0,0
35210239,35,Ontario,21,Peel,239,365,325,20,10,0,15
35210240,35,Ontario,21,Peel,240,205,180,10,10,0,0
35210241,35,Ontario,21,Peel,241,380,325,30,0,0,10
35210242,35,Ontario,21,Peel,242,170,155,0,0,0,0
35210243,35,Ontario,21,Peel,243,215,195,15,0,0,10
35210244,35,Ontario,21,Peel,244,85,80,0,0,0,0
35210245,35,Ontario,21,Peel,245,110,95,15,0,0,0
35210246,35,Ontario,21,Peel,246,140,140,0,0,0,0
35210247,35,Ontario,21,Peel,247,235,215,10,10,0,0
35210248,35,Ontario,21,Peel,248,90,85,0,0,0,0
35210249,35,Ontario,21,Peel,249,245,195,40,10,0,0
35210252,35,Ontario,21,Peel,252,80,80,0,0,0,0
35210253,35,Ontario,21,Peel,253,130,100,15,0,0,0
35210255,35,Ontario,21,Peel,255,135,105,10,15,0,0
35210256,35,Ontario,21,Peel,256,325,300,10,20,0,0
35210261,35,Ontario,21,Peel,261,140,130,0,0,0,0
35210262,35,Ontario,21,Peel,262,340,310,15,10,0,10
35210263,35,Ontario,21,Peel,263,180,170,0,0,0,0
35210264,35,Ontario,21,Peel,264,545,455,40,35,0,20
35210265,35,Ontario,21,Peel,265,115,75,25,0,10,0
35210266,35,Ontario,21,Peel,266,200,150,25,0,0,20
35210267,35,Ontario,21,Peel,267,165,130,20,15,0,0
35210268,35,Ontario,21,Peel,268,90,90,0,0,0,0
35210269,35,Ontario,21,Peel,269,340,290,50,0,0,0
35210270,35,Ontario,21,Peel,270,145,135,15,0,0,0
35210271,35,Ontario,21,Peel,271,210,190,25,0,0,0
35210272,35,Ontario,21,Peel,272,210,195,15,0,0,0
35210273,35,Ontario,21,Peel,273,320,265,40,0,0,10
35210274,35,Ontario,21,Peel,274,210,175,30,0,0,0
35210275,35,Ontario,21,Peel,275,95,85,10,0,0,0
35210276,35,Ontario,21,Peel,276,135,125,10,0,0,0
35210277,35,Ontario,21,Peel,277,220,180,30,0,0,0
35210278,35,Ontario,21,Peel,278,155,125,30,0,0,0
35210279,35,Ontario,21,Peel,279,205,170,20,0,0,10
35210280,35,Ontario,21,Peel,280,175,165,0,0,0,0
35210281,35,Ontario,21,Peel,281,190,175,0,0,0,10
35210282,35,Ontario,21,Peel,282,135,125,0,0,0,0
35210293,35,Ontario,21,Peel,293,245,210,30,0,0,0
35210294,35,Ontario,21,Peel,294,125,125,0,0,0,0
35210295,35,Ontario,21,Peel,295,160,145,10,0,0,0
35210296,35,Ontario,21,Peel,296,350,260,50,20,0,20
35210298,35,Ontario,21,Peel,298,100,85,0,0,0,0
35210299,35,Ontario,21,Peel,299,80,75,10,0,0,0
35210300,35,Ontario,21,Peel,300,150,135,0,0,0,0
35210301,35,Ontario,21,Peel,301,85,85,0,0,0,0
35210302,35,Ontario,21,Peel,302,255,235,15,0,0,0
35210303,35,Ontario,21,Peel,303,155,120,25,10,0,0
35210304,35,Ontario,21,Peel,304,140,100,20,15,0,0
35210305,35,Ontario,21,Peel,305,220,175,10,0,0,25
35210306,35,Ontario,21,Peel,306,140,115,20,0,0,0
35210307,35,Ontario,21,Peel,307,135,105,10,0,0,15
35210308,35,Ontario,21,Peel,308,145,135,10,0,0,0
35210309,35,Ontario,21,Peel,309,120,110,10,0,0,0
35210310,35,Ontario,21,Peel,310,175,150,20,0,0,0
35210311,35,Ontario,21,Peel,311,150,140,15,0,0,0
35210312,35,Ontario,21,Peel,312,85,75,0,0,0,0
35210313,35,Ontario,21,Peel,313,150,115,10,0,0,15
35210314,35,Ontario,21,Peel,314,120,90,25,0,0,0
35210315,35,Ontario,21,Peel,315,140,120,15,0,0,0
35210316,35,Ontario,21,Peel,316,120,105,0,0,0,10
35210317,35,Ontario,21,Peel,317,80,75,10,0,0,0
35210318,35,Ontario,21,Peel,318,315,275,25,0,0,15
35210319,35,Ontario,21,Peel,319,90,70,15,0,0,0
35210320,35,Ontario,21,Peel,320,120,100,15,0,0,0
35210321,35,Ontario,21,Peel,321,80,55,15,0,0,0
35210322,35,Ontario,21,Peel,322,150,130,0,0,0,0
35210323,35,Ontario,21,Peel,323,100,85,0,0,0,0
35210324,35,Ontario,21,Peel,324,500,390,85,10,0,10
35210326,35,Ontario,21,Peel,326,125,115,0,0,0,0
35210327,35,Ontario,21,Peel,327,75,65,0,10,0,0
35210328,35,Ontario,21,Peel,328,250,220,30,0,0,0
35210329,35,Ontario,21,Peel,329,155,140,10,0,0,0
35210330,35,Ontario,21,Peel,330,235,215,10,0,0,10
35210331,35,Ontario,21,Peel,331,375,280,70,20,0,10
35210332,35,Ontario,21,Peel,332,110,85,15,0,0,0
35210333,35,Ontario,21,Peel,333,180,125,45,0,0,0
35210334,35,Ontario,21,Peel,334,105,90,0,0,0,0
35210335,35,Ontario,21,Peel,335,55,45,0,0,0,0
35210338,35,Ontario,21,Peel,338,390,285,75,30,0,0
35210345,35,Ontario,21,Peel,345,160,135,15,10,0,0
35210346,35,Ontario,21,Peel,346,135,115,0,0,0,0
35210347,35,Ontario,21,Peel,347,110,90,0,10,0,0
35210348,35,Ontario,21,Peel,348,155,130,15,10,0,0
35210349,35,Ontario,21,Peel,349,155,125,0,20,0,0
35210350,35,Ontario,21,Peel,350,145,135,0,0,0,0
35210351,35,Ontario,21,Peel,351,190,160,10,0,0,10
35210352,35,Ontario,21,Peel,352,155,115,15,20,0,0
35210353,35,Ontario,21,Peel,353,245,195,25,20,0,0
35210354,35,Ontario,21,Peel,354,120,90,25,0,0,0
35210355,35,Ontario,21,Peel,355,175,160,0,0,0,0
35210356,35,Ontario,21,Peel,356,180,145,15,0,0,15
35210357,35,Ontario,21,Peel,357,145,140,0,0,0,0
35210358,35,Ontario,21,Peel,358,225,210,0,0,0,0
35210359,35,Ontario,21,Peel,359,115,110,0,0,0,0
35210360,35,Ontario,21,Peel,360,170,150,10,0,0,0
35210361,35,Ontario,21,Peel,361,135,120,0,10,0,0
35210362,35,Ontario,21,Peel,362,205,170,15,0,0,0
35210363,35,Ontario,21,Peel,363,85,75,0,0,0,0
35210364,35,Ontario,21,Peel,364,35,35,0,0,0,0
35210365,35,Ontario,21,Peel,365,285,265,15,0,0,0
35210368,35,Ontario,21,Peel,368,110,95,10,0,0,0
35210369,35,Ontario,21,Peel,369,255,205,30,15,0,0
35210370,35,Ontario,21,Peel,370,90,60,0,10,0,15
35210371,35,Ontario,21,Peel,371,200,110,55,30,0,0
35210372,35,Ontario,21,Peel,372,150,100,20,20,0,0
35210373,35,Ontario,21,Peel,373,100,75,15,0,0,0
35210374,35,Ontario,21,Peel,374,160,125,20,10,0,10
35210375,35,Ontario,21,Peel,375,195,145,35,0,0,10
35210376,35,Ontario,21,Peel,376,115,80,20,15,0,0
35210377,35,Ontario,21,Peel,377,190,150,25,15,0,0
35210378,35,Ontario,21,Peel,378,165,120,30,10,0,0
35210379,35,Ontario,21,Peel,379,180,100,45,40,0,0
35210380,35,Ontario,21,Peel,380,105,75,20,15,0,0
35210381,35,Ontario,21,Peel,381,195,160,20,10,0,0
35210384,35,Ontario,21,Peel,384,135,105,20,0,0,0
35210385,35,Ontario,21,Peel,385,275,210,25,35,0,0
35210386,35,Ontario,21,Peel,386,130,110,10,15,0,0
35210387,35,Ontario,21,Peel,387,115,100,10,0,0,0
35210388,35,Ontario,21,Peel,388,180,155,15,0,0,0
35210389,35,Ontario,21,Peel,389,155,140,0,0,0,10
35210390,35,Ontario,21,Peel,390,155,100,25,25,0,0
35210391,35,Ontario,21,Peel,391,80,60,25,0,0,0
35210392,35,Ontario,21,Peel,392,240,200,15,0,0,15
35210393,35,Ontario,21,Peel,393,135,110,10,15,0,0
35210394,35,Ontario,21,Peel,394,200,140,50,0,0,0
35210395,35,Ontario,21,Peel,395,150,135,10,0,0,0
35210396,35,Ontario,21,Peel,396,190,165,10,10,0,0
35210397,35,Ontario,21,Peel,397,90,75,10,0,0,0
35210398,35,Ontario,21,Peel,398,165,145,15,0,0,0
35210399,35,Ontario,21,Peel,399,115,85,10,15,0,0
35210400,35,Ontario,21,Peel,400,115,115,0,0,0,0
35210401,35,Ontario,21,Peel,401,100,85,0,0,0,0
35210402,35,Ontario,21,Peel,402,180,155,10,0,0,0
35210403,35,Ontario,21,Peel,403,105,95,0,0,0,0
35210404,35,Ontario,21,Peel,404,95,80,0,0,0,10
35210405,35,Ontario,21,Peel,405,130,120,10,0,0,0
35210406,35,Ontario,21,Peel,406,95,90,10,0,0,0
35210407,35,Ontario,21,Peel,407,85,70,0,10,0,0
35210408,35,Ontario,21,Peel,408,70,45,20,0,0,0
35210409,35,Ontario,21,Peel,409,140,110,15,10,0,0
35210410,35,Ontario,21,Peel,410,210,165,35,15,0,0
35210411,35,Ontario,21,Peel,411,75,70,0,0,0,0
35210412,35,Ontario,21,Peel,412,340,245,55,20,0,10
35210413,35,Ontario,21,Peel,413,165,140,20,0,0,0
35210414,35,Ontario,21,Peel,414,150,120,10,10,0,0
35210415,35,Ontario,21,Peel,415,260,215,40,10,0,0
35210416,35,Ontario,21,Peel,416,110,90,20,0,0,0
35210417,35,Ontario,21,Peel,417,225,180,20,20,0,0
35210418,35,Ontario,21,Peel,418,45,45,0,0,0,0
35210419,35,Ontario,21,Peel,419,155,150,0,0,0,0
35210420,35,Ontario,21,Peel,420,110,105,0,0,0,0
35210421,35,Ontario,21,Peel,421,55,55,0,0,0,0
35210424,35,Ontario,21,Peel,424,235,175,35,10,0,0
35210425,35,Ontario,21,Peel,425,105,85,15,0,0,0
35210426,35,Ontario,21,Peel,426,75,60,0,0,0,0
35210427,35,Ontario,21,Peel,427,165,145,20,0,0,0
35210428,35,Ontario,21,Peel,428,145,130,0,0,0,15
35210429,35,Ontario,21,Peel,429,150,140,0,0,0,0
35210430,35,Ontario,21,Peel,430,150,125,10,10,0,0
35210431,35,Ontario,21,Peel,431,155,140,10,0,0,0
35210432,35,Ontario,21,Peel,432,170,155,15,0,0,0
35210434,35,Ontario,21,Peel,434,180,155,10,15,0,0
35210435,35,Ontario,21,Peel,435,185,175,0,0,0,0
35210436,35,Ontario,21,Peel,436,145,115,0,15,0,0
35210437,35,Ontario,21,Peel,437,160,145,0,10,0,0
35210438,35,Ontario,21,Peel,438,175,160,15,10,0,0
35210439,35,Ontario,21,Peel,439,120,100,25,0,0,0
35210440,35,Ontario,21,Peel,440,140,105,0,20,0,0
35210441,35,Ontario,21,Peel,441,115,90,15,0,0,0
35210442,35,Ontario,21,Peel,442,100,85,0,0,0,0
35210443,35,Ontario,21,Peel,443,170,155,10,0,0,0
35210444,35,Ontario,21,Peel,444,135,120,15,0,0,0
35210445,35,Ontario,21,Peel,445,300,240,45,15,0,0
35210446,35,Ontario,21,Peel,446,100,95,0,0,0,0
35210448,35,Ontario,21,Peel,448,60,60,0,0,0,0
35210449,35,Ontario,21,Peel,449,225,185,25,0,0,0
35210450,35,Ontario,21,Peel,450,220,205,0,10,0,0
35210451,35,Ontario,21,Peel,451,35,30,0,0,0,0
35210452,35,Ontario,21,Peel,452,115,100,0,10,0,10
35210456,35,Ontario,21,Peel,456,180,165,10,0,0,0
35210457,35,Ontario,21,Peel,457,235,195,35,0,0,0
35210458,35,Ontario,21,Peel,458,285,225,45,20,0,0
35210459,35,Ontario,21,Peel,459,165,140,0,15,0,0
35210462,35,Ontario,21,Peel,462,240,180,55,0,0,0
35210465,35,Ontario,21,Peel,465,115,100,0,0,0,0
35210467,35,Ontario,21,Peel,467,45,40,0,0,0,0
35210468,35,Ontario,21,Peel,468,115,105,0,0,0,0
35210473,35,Ontario,21,Peel,473,410,345,30,20,0,20
35210474,35,Ontario,21,Peel,474,100,95,0,0,0,0
35210475,35,Ontario,21,Peel,475,215,165,40,0,0,10
35210479,35,Ontario,21,Peel,479,450,390,25,15,0,0
35210480,35,Ontario,21,Peel,480,65,55,0,0,0,0
35210481,35,Ontario,21,Peel,481,160,130,15,0,0,0
35210482,35,Ontario,21,Peel,482,60,60,0,0,0,0
35210483,35,Ontario,21,Peel,483,90,85,0,0,0,0
35210486,35,Ontario,21,Peel,486,100,90,0,0,0,0
35210487,35,Ontario,21,Peel,487,70,65,0,0,0,0
35210488,35,Ontario,21,Peel,488,145,135,0,0,0,0
35210489,35,Ontario,21,Peel,489,90,85,0,0,0,0
35210490,35,Ontario,21,Peel,490,155,115,25,0,0,0
35210491,35,Ontario,21,Peel,491,165,130,35,0,0,0
35210492,35,Ontario,21,Peel,492,350,295,40,0,10,0
35210493,35,Ontario,21,Peel,493,200,165,15,0,0,15
35210494,35,Ontario,21,Peel,494,200,155,30,0,0,10
35210495,35,Ontario,21,Peel,495,110,85,0,10,0,0
35210496,35,Ontario,21,Peel,496,85,75,0,10,0,0
35210497,35,Ontario,21,Peel,497,215,175,15,0,0,30
35210498,35,Ontario,21,Peel,498,175,155,0,10,0,0
35210501,35,Ontario,21,Peel,501,245,210,25,10,0,0
35210502,35,Ontario,21,Peel,502,185,165,10,0,0,0
35210503,35,Ontario,21,Peel,503,100,90,10,0,0,0
35210504,35,Ontario,21,Peel,504,155,135,10,0,0,10
35210505,35,Ontario,21,Peel,505,80,80,0,0,0,0
35210506,35,Ontario,21,Peel,506,150,135,10,0,0,0
35210507,35,Ontario,21,Peel,507,115,95,15,0,0,0
35210508,35,Ontario,21,Peel,508,130,125,0,0,0,0
35210509,35,Ontario,21,Peel,509,125,100,15,0,0,0
35210510,35,Ontario,21,Peel,510,125,105,0,0,0,0
35210511,35,Ontario,21,Peel,511,260,250,0,0,0,0
35210512,35,Ontario,21,Peel,512,110,105,0,0,0,0
35210513,35,Ontario,21,Peel,513,235,200,10,15,0,10
35210514,35,Ontario,21,Peel,514,185,140,15,25,0,0
35210515,35,Ontario,21,Peel,515,135,125,0,0,0,0
35210516,35,Ontario,21,Peel,516,180,160,10,0,0,10
35210517,35,Ontario,21,Peel,517,80,70,0,0,0,0
35210520,35,Ontario,21,Peel,520,215,165,35,15,0,0
35210521,35,Ontario,21,Peel,521,110,95,0,0,0,0
35210522,35,Ontario,21,Peel,522,115,95,20,0,0,0
35210526,35,Ontario,21,Peel,526,200,170,20,0,0,10
35210528,35,Ontario,21,Peel,528,190,165,20,0,0,0
35210530,35,Ontario,21,Peel,530,125,105,20,0,0,0
35210531,35,Ontario,21,Peel,531,180,160,10,0,0,15
35210532,35,Ontario,21,Peel,532,120,100,20,0,0,0
35210533,35,Ontario,21,Peel,533,230,170,40,10,0,15
35210536,35,Ontario,21,Peel,536,190,175,0,0,0,10
35210537,35,Ontario,21,Peel,537,110,100,10,0,0,0
35210539,35,Ontario,21,Peel,539,285,245,20,20,0,10
35210542,35,Ontario,21,Peel,542,85,65,0,0,0,10
35210543,35,Ontario,21,Peel,543,170,150,10,10,0,0
35210545,35,Ontario,21,Peel,545,310,255,40,0,0,0
35210547,35,Ontario,21,Peel,547,225,180,40,0,0,0
35210550,35,Ontario,21,Peel,550,250,200,45,0,0,0
35210551,35,Ontario,21,Peel,551,335,295,20,0,0,15
35210552,35,Ontario,21,Peel,552,425,360,40,20,0,10
35210553,35,Ontario,21,Peel,553,215,170,10,15,0,15
35210554,35,Ontario,21,Peel,554,255,230,20,0,0,0
35210555,35,Ontario,21,Peel,555,95,95,0,0,0,0
35210556,35,Ontario,21,Peel,556,275,240,10,20,0,0
35210557,35,Ontario,21,Peel,557,115,110,0,0,0,0
35210558,35,Ontario,21,Peel,558,285,220,20,10,0,35
35210559,35,Ontario,21,Peel,559,305,285,15,0,0,10
35210561,35,Ontario,21,Peel,561,165,135,10,0,0,25
35210564,35,Ontario,21,Peel,564,215,185,15,0,0,10
35210565,35,Ontario,21,Peel,565,345,295,20,10,0,25
35210566,35,Ontario,21,Peel,566,195,175,15,0,0,10
35210567,35,Ontario,21,Peel,567,330,290,30,0,0,10
35210569,35,Ontario,21,Peel,569,340,305,15,15,0,0
35210570,35,Ontario,21,Peel,570,140,135,0,0,0,0
35210571,35,Ontario,21,Peel,571,285,225,35,10,0,15
35210572,35,Ontario,21,Peel,572,155,140,10,0,0,0
35210573,35,Ontario,21,Peel,573,150,130,15,0,0,0
35210574,35,Ontario,21,Peel,574,135,115,15,0,0,0
35210575,35,Ontario,21,Peel,575,110,105,0,0,0,0
35210576,35,Ontario,21,Peel,576,200,165,15,0,0,10
35210577,35,Ontario,21,Peel,577,180,140,0,15,0,0
35210578,35,Ontario,21,Peel,578,465,390,55,0,0,20
35210579,35,Ontario,21,Peel,579,80,65,15,0,0,0
35210580,35,Ontario,21,Peel,580,210,170,20,0,0,15
35210583,35,Ontario,21,Peel,583,115,110,0,0,0,0
35210584,35,Ontario,21,Peel,584,105,80,15,10,0,0
35210585,35,Ontario,21,Peel,585,135,130,0,0,0,0
35210587,35,Ontario,21,Peel,587,445,385,40,0,0,20
35210588,35,Ontario,21,Peel,588,205,175,20,10,0,0
35210589,35,Ontario,21,Peel,589,130,110,10,0,0,10
35210590,35,Ontario,21,Peel,590,320,290,15,0,0,10
35210591,35,Ontario,21,Peel,591,185,165,15,0,0,0
35210592,35,Ontario,21,Peel,592,185,180,0,0,0,0
35210593,35,Ontario,21,Peel,593,160,145,0,10,0,0
35210598,35,Ontario,21,Peel,598,55,50,0,0,0,0
35210601,35,Ontario,21,Peel,601,220,165,50,0,0,0
35210602,35,Ontario,21,Peel,602,355,305,45,10,0,0
35210603,35,Ontario,21,Peel,603,280,255,10,0,0,10
35210604,35,Ontario,21,Peel,604,105,100,0,0,0,0
35210605,35,Ontario,21,Peel,605,305,220,65,0,0,10
35210606,35,Ontario,21,Peel,606,155,140,0,0,0,0
35210607,35,Ontario,21,Peel,607,85,70,20,0,0,0
35210609,35,Ontario,21,Peel,609,140,120,15,0,0,0
35210610,35,Ontario,21,Peel,610,95,80,10,0,0,0
35210611,35,Ontario,21,Peel,611,105,80,10,10,0,0
35210612,35,Ontario,21,Peel,612,120,90,20,0,0,0
35210613,35,Ontario,21,Peel,613,155,120,10,20,0,10
35210614,35,Ontario,21,Peel,614,255,200,25,10,0,20
35210615,35,Ontario,21,Peel,615,220,150,45,15,0,0
35210616,35,Ontario,21,Peel,616,190,150,10,15,0,0
35210617,35,Ontario,21,Peel,617,325,275,35,0,0,0
35210618,35,Ontario,21,Peel,618,40,30,0,0,0,10
35210621,35,Ontario,21,Peel,621,330,285,25,0,0,15
35210625,35,Ontario,21,Peel,625,135,130,0,0,0,0
35210626,35,Ontario,21,Peel,626,125,115,0,0,0,0
35210632,35,Ontario,21,Peel,632,130,100,15,10,0,15
35210633,35,Ontario,21,Peel,633,225,210,0,0,0,10
35210634,35,Ontario,21,Peel,634,75,70,10,0,0,0
35210635,35,Ontario,21,Peel,635,140,135,0,0,0,10
35210638,35,Ontario,21,Peel,638,285,220,45,0,0,0
35210639,35,Ontario,21,Peel,639,275,245,35,0,0,0
35210640,35,Ontario,21,Peel,640,95,85,10,0,0,0
35210641,35,Ontario,21,Peel,641,195,180,0,0,0,10
35210642,35,Ontario,21,Peel,642,125,115,10,0,0,0
35210644,35,Ontario,21,Peel,644,85,80,0,0,0,0
35210645,35,Ontario,21,Peel,645,265,215,45,0,0,0
35210646,35,Ontario,21,Peel,646,90,80,0,0,0,0
35210647,35,Ontario,21,Peel,647,210,185,10,0,0,0
35210651,35,Ontario,21,Peel,651,120,95,15,0,0,0
35210652,35,Ontario,21,Peel,652,60,50,10,0,0,0
35210653,35,Ontario,21,Peel,653,50,50,0,0,0,0
35210655,35,Ontario,21,Peel,655,110,85,15,0,0,0
35210656,35,Ontario,21,Peel,656,110,110,0,0,0,0
35210657,35,Ontario,21,Peel,657,175,135,15,10,0,10
35210659,35,Ontario,21,Peel,659,225,175,20,15,0,10
35210660,35,Ontario,21,Peel,660,80,80,0,0,0,0
35210661,35,Ontario,21,Peel,661,155,125,30,0,0,0
35210662,35,Ontario,21,Peel,662,290,245,35,0,0,15
35210663,35,Ontario,21,Peel,663,210,185,10,0,0,15
35210664,35,Ontario,21,Peel,664,170,155,10,0,0,0
35210665,35,Ontario,21,Peel,665,210,175,30,0,0,0
35210666,35,Ontario,21,Peel,666,120,85,25,0,0,0
35210667,35,Ontario,21,Peel,667,250,215,30,0,0,0
35210668,35,Ontario,21,Peel,668,195,180,15,0,0,0
35210669,35,Ontario,21,Peel,669,115,95,10,0,0,10
35210672,35,Ontario,21,Peel,672,195,165,25,0,0,0
35210673,35,Ontario,21,Peel,673,230,175,50,0,0,0
35210674,35,Ontario,21,Peel,674,200,165,25,0,0,15
35210675,35,Ontario,21,Peel,675,150,125,15,0,0,0
35210676,35,Ontario,21,Peel,676,225,190,30,0,0,0
35210679,35,Ontario,21,Peel,679,385,360,15,0,0,10
35210680,35,Ontario,21,Peel,680,195,155,15,20,0,15
35210681,35,Ontario,21,Peel,681,205,175,20,0,0,0
35210682,35,Ontario,21,Peel,682,240,215,20,0,0,0
35210683,35,Ontario,21,Peel,683,210,190,10,0,0,0
35210685,35,Ontario,21,Peel,685,280,250,25,0,0,0
35210686,35,Ontario,21,Peel,686,70,55,0,0,0,0
35210689,35,Ontario,21,Peel,689,180,165,0,0,0,0
35210690,35,Ontario,21,Peel,690,80,75,0,0,0,0
35210691,35,Ontario,21,Peel,691,315,215,80,0,0,20
35210692,35,Ontario,21,Peel,692,100,90,0,0,0,0
35210693,35,Ontario,21,Peel,693,150,115,25,0,0,0
35210694,35,Ontario,21,Peel,694,115,115,0,0,0,0
35210695,35,Ontario,21,Peel,695,190,150,25,0,0,0
35210696,35,Ontario,21,Peel,696,170,140,20,0,0,0
35210697,35,Ontario,21,Peel,697,85,75,10,0,0,0
35210698,35,Ontario,21,Peel,698,240,185,40,0,0,20
35210699,35,Ontario,21,Peel,699,125,120,0,0,0,0
35210700,35,Ontario,21,Peel,700,130,110,20,0,0,0
35210701,35,Ontario,21,Peel,701,170,150,15,0,0,0
35210703,35,Ontario,21,Peel,703,285,255,15,0,0,15
35210704,35,Ontario,21,Peel,704,120,110,10,0,0,0
35210705,35,Ontario,21,Peel,705,220,165,45,0,0,15
35210706,35,Ontario,21,Peel,706,220,185,20,10,0,0
35210707,35,Ontario,21,Peel,707,90,85,0,0,0,0
35210708,35,Ontario,21,Peel,708,300,260,30,0,0,10
35210709,35,Ontario,21,Peel,709,130,95,25,0,0,0
35210710,35,Ontario,21,Peel,710,130,125,0,10,0,0
35210711,35,Ontario,21,Peel,711,215,155,45,20,0,0
35210714,35,Ontario,21,Peel,714,370,315,45,10,0,0
35210715,35,Ontario,21,Peel,715,180,150,20,0,0,0
35210716,35,Ontario,21,Peel,716,290,225,40,0,0,25
35210717,35,Ontario,21,Peel,717,85,70,10,0,0,0
35210718,35,Ontario,21,Peel,718,165,130,25,0,0,0
35210719,35,Ontario,21,Peel,719,155,140,10,0,0,0
35210720,35,Ontario,21,Peel,720,320,280,25,0,0,10
35210721,35,Ontario,21,Peel,721,415,365,35,10,0,0
35210722,35,Ontario,21,Peel,722,140,125,15,0,0,0
35210723,35,Ontario,21,Peel,723,95,95,0,0,0,0
35210724,35,Ontario,21,Peel,724,145,125,20,0,0,0
35210725,35,Ontario,21,Peel,725,185,175,0,0,0,10
35210726,35,Ontario,21,Peel,726,95,85,0,0,0,0
35210727,35,Ontario,21,Peel,727,50,45,0,0,0,0
35210730,35,Ontario,21,Peel,730,205,165,25,0,0,0
35210732,35,Ontario,21,Peel,732,195,165,15,15,0,0
35210733,35,Ontario,21,Peel,733,105,90,10,0,0,0
35210734,35,Ontario,21,Peel,734,440,360,40,25,0,10
35210735,35,Ontario,21,Peel,735,145,130,0,10,0,0
35210736,35,Ontario,21,Peel,736,195,180,0,15,0,0
35210737,35,Ontario,21,Peel,737,90,70,0,0,0,15
35210738,35,Ontario,21,Peel,738,120,90,20,10,0,0
35210739,35,Ontario,21,Peel,739,135,120,15,0,0,0
35210740,35,Ontario,21,Peel,740,95,80,10,0,0,0
35210741,35,Ontario,21,Peel,741,70,50,0,0,0,0
35210742,35,Ontario,21,Peel,742,135,115,0,0,0,0
35210743,35,Ontario,21,Peel,743,260,240,20,0,0,0
35210747,35,Ontario,21,Peel,747,225,205,0,10,0,15
35210748,35,Ontario,21,Peel,748,145,125,0,0,0,15
35210749,35,Ontario,21,Peel,749,215,205,10,0,0,0
35210750,35,Ontario,21,Peel,750,85,80,0,0,0,0
35210751,35,Ontario,21,Peel,751,135,110,15,0,0,15
35210752,35,Ontario,21,Peel,752,145,95,25,15,0,0
35210753,35,Ontario,21,Peel,753,150,120,10,15,0,10
35210754,35,Ontario,21,Peel,754,230,185,20,10,0,0
35210755,35,Ontario,21,Peel,755,180,160,15,0,0,0
